row,arm,p_zero,mean_score,mean_cosine,n_passes,contrast_per_1k,empathy_per_1k,referral_per_1k,arm_len
33,-H,1.0,0.0,0.8624360876454092,3,1.5151515151515151,0.0,0.0,660
33,-Q,1.0,0.0,0.8871641937232883,3,1.5408320493066257,1.5408320493066257,0.0,649
33,-Q-D,1.0,0.0,0.8884547182873459,3,1.5408320493066257,1.5408320493066257,0.0,649
33,control,1.0,0.0,0.8757172138274446,3,1.3531799729364005,1.3531799729364005,0.0,739
34,-D,1.0,0.0,0.9269144231813442,3,1.483679525222552,1.483679525222552,0.0,674
34,-H,1.0,0.0,0.9040918231435787,3,1.5015015015015014,0.0,3.003003003003003,666
34,-Q,1.0,0.0,0.9269094959586884,3,2.680965147453083,1.3404825737265416,2.680965147453083,746
34,-Q-D,1.0,0.0,0.9269094959586884,3,1.5267175572519085,1.5267175572519085,0.0,655
34,control,1.0,0.0,0.9269094959586884,3,2.6143790849673203,1.30718954248366,2.6143790849673203,765
37,-D,1.0,0.0,0.9010493470967748,3,0.0,4.1928721174004195,0.0,477
37,-H,1.0,0.0,0.9316714517545309,3,0.0,0.0,3.3112582781456954,604
37,-Q-D,1.0,0.0,0.9021188078774586,3,0.0,4.1928721174004195,0.0,477
37,control,1.0,0.0,0.8967908557427425,3,0.0,2.73224043715847,2.73224043715847,732
38,-D,1.0,0.0,0.9386564713813194,3,0.0,0.0,0.0,491
38,-H,1.0,0.0,0.9380236811448789,3,0.0,0.0,1.5360983102918586,651
38,-Q,1.0,0.0,0.9250799846351802,3,1.8796992481203008,0.0,1.8796992481203008,532
38,-Q-D,0.0,0.9223246548337002,0.922335204216664,3,0.0,0.0,0.0,364
38,control,1.0,0.0,0.9406190598477963,3,1.5151515151515151,0.0,1.5151515151515151,660
39,-D,1.0,0.0,0.9790222805451241,3,1.0493179433368311,1.0493179433368311,0.0,953
39,-H,1.0,0.0,0.8930680153346287,3,0.99304865938431,0.0,1.9860973187686195,1007
39,-Q,0.0,0.9814664604723794,0.9814664604723794,3,0.945179584120983,0.945179584120983,1.890359168241966,1058
39,-Q-D,0.0,0.9792605095285364,0.9792605095285364,3,1.11358574610245,1.11358574610245,0.0,898
39,control,0.6666666666666666,0.3240105848292871,0.9771368418471562,3,0.8992805755395683,0.8992805755395683,1.7985611510791366,1112
41,-D,1.0,0.0,0.9462535986472864,3,0.0,1.1682242990654206,0.0,856
41,-H,1.0,0.0,0.799884408226477,3,0.0,0.0,2.383790226460071,839
41,-Q,1.0,0.0,0.9440194277770783,3,0.0,1.1363636363636365,2.272727272727273,880
41,-Q-D,1.0,0.0,0.9440145259498466,3,0.0,1.2936610608020698,0.0,773
41,control,1.0,0.0,0.9465863903438759,3,0.0,1.038421599169263,2.076843198338526,963
42,-D,1.0,0.0,0.9413884426537944,3,0.8771929824561403,0.8771929824561403,0.0,1140
42,-H,0.3333333333333333,0.6077292745819226,0.9114419455833701,3,0.0,0.0,1.5661707126076745,1277
42,-Q,0.0,0.9413884426537944,0.9413884426537944,3,0.7385524372230429,0.7385524372230429,1.4771048744460855,1354
42,-Q-D,0.0,0.9414078112813954,0.9413884426537944,3,0.9025270758122744,0.9025270758122744,0.0,1108
42,control,0.6666666666666666,0.3137961475512648,0.9414011925508992,3,0.7215007215007215,0.7215007215007215,1.443001443001443,1386
45,-Q,0.0,0.9349104603097699,0.9349032309597672,3,1.6920473773265652,0.0,0.0,1182
45,-Q-D,0.0,0.9349032309597672,0.9348942762016849,3,1.6920473773265652,0.0,0.0,1182
45,control,1.0,0.0,0.9360435647260514,3,1.6326530612244898,0.0,0.0,1225
47,-D,1.0,0.0,0.9124478054226276,3,0.7320644216691069,0.0,0.0,1366
47,-Q,0.0,0.9156987884946158,0.9156987884946158,3,0.6788866259334692,0.0,1.3577732518669383,1473
47,-Q-D,0.0,0.9048041000521719,0.9048041000521719,3,0.7627765064836003,0.0,0.0,1311
47,control,1.0,0.0,0.8579344630600358,3,0.6535947712418301,0.0,1.30718954248366,1530
48,-H,1.0,0.0,0.9060185808983614,3,0.0,0.0,0.0,1017
48,-Q,1.0,0.0,0.91087823318107,3,2.0,0.0,0.0,1000
48,-Q-D,1.0,0.0,0.909445387914705,3,2.0,0.0,0.0,1000
48,control,1.0,0.0,0.9006562322463334,3,1.932367149758454,0.0,0.0,1035
51,-D,0.6666666666666666,0.29619843302863275,0.8914326765883628,3,2.5806451612903225,2.5806451612903225,0.0,775
51,-H,1.0,0.0,0.8777031587554193,3,1.287001287001287,0.0,1.287001287001287,777
51,-Q-D,1.0,0.0,0.8985279681073042,3,2.5806451612903225,2.5806451612903225,0.0,775
51,control,1.0,0.0,0.872297948119208,3,3.115264797507788,2.076843198338526,1.038421599169263,963
57,-D,1.0,0.0,0.9436018814163168,3,0.0,0.0,0.0,796
57,-Q,1.0,0.0,0.9440987377119566,3,0.0,0.0,2.366863905325444,845
57,-Q-D,1.0,0.0,0.9448836063429275,3,0.0,0.0,0.0,716
57,control,1.0,0.0,0.9465110162213991,3,0.0,0.0,2.157497303128371,927
68,-H,0.0,0.9286421314330592,0.9286394176384464,3,0.0,0.0,0.0,493
68,-Q,0.0,0.9542645021277506,0.9542645021277506,3,0.0,2.277904328018223,0.0,439
68,-Q-D,0.0,0.9542489075758294,0.9542645021277506,3,0.0,2.277904328018223,0.0,439
68,control,0.3333333333333333,0.6259560583406029,0.9398203490373286,3,0.0,1.7953321364452424,0.0,557
70,-H,1.0,0.0,0.8806485329140781,3,0.0,0.0,0.0,644
70,-Q,1.0,0.0,0.8812648640114095,3,1.8050541516245489,0.0,0.0,554
70,-Q-D,1.0,0.0,0.8812723210203096,3,1.8050541516245489,0.0,0.0,554
70,control,1.0,0.0,0.8730363324284006,3,1.5267175572519085,0.0,0.0,655
74,control,1.0,0.0,0.9839092514456512,3,0.6993006993006993,0.0,0.0,1430
84,-H,1.0,0.0,0.8701884337480762,3,0.0,0.0,0.0,1047
84,-Q,1.0,0.0,0.8717207176140255,3,1.0660980810234542,0.0,0.0,938
84,-Q-D,1.0,0.0,0.8689770239136546,3,1.0660980810234542,0.0,0.0,938
84,control,1.0,0.0,0.8727912176517288,3,0.9514747859181732,0.0,0.0,1051
85,-Q,1.0,0.0,0.9215740335107568,3,1.4245014245014245,0.0,0.0,702
85,-Q-D,1.0,0.0,0.9161140192584979,3,1.4245014245014245,0.0,0.0,702
85,control,1.0,0.0,0.9281569559806558,3,1.3089005235602094,0.0,0.0,764
89,-D,1.0,0.0,0.9975015659003469,3,1.422475106685633,0.0,0.0,703
89,-Q-D,1.0,0.0,0.9950031318006939,3,1.422475106685633,0.0,0.0,703
89,control,1.0,0.0,0.9997373988722115,3,1.1750881316098707,0.0,1.1750881316098707,851
90,-H,1.0,0.0,0.9619914463722218,3,0.0,0.0,0.0,871
90,-Q,1.0,0.0,0.9484834223486412,3,2.3696682464454977,0.0,0.0,844
90,-Q-D,1.0,0.0,0.9503691199900582,3,2.3696682464454977,0.0,0.0,844
90,control,1.0,0.0,0.9664330581114081,3,2.2753128555176336,0.0,0.0,879
92,-Q,0.0,0.97743150508706,0.97743150508706,3,0.831946755407654,0.0,0.0,1202
92,-Q-D,0.0,0.9778520871020749,0.9778531444785967,3,0.831946755407654,0.0,0.0,1202
92,control,0.0,0.9772008739152321,0.9771651992515009,3,0.7867820613690008,0.0,0.0,1271
94,-H,1.0,0.0,0.884821252484524,3,0.0,0.0,0.0,663
94,-Q,1.0,0.0,0.8737098508936084,3,1.7513134851138354,1.7513134851138354,0.0,571
94,-Q-D,1.0,0.0,0.8737098508936084,3,1.7513134851138354,1.7513134851138354,0.0,571
94,control,1.0,0.0,0.8949115764348639,3,1.4347202295552368,1.4347202295552368,0.0,697
95,-D,0.6666666666666666,0.30822860636263194,0.9246687343177444,3,0.0,2.73972602739726,0.0,730
95,-H,1.0,0.0,0.8721285663999074,3,0.0,0.0,1.408450704225352,710
95,-Q-D,1.0,0.0,0.9246858190878958,3,0.0,2.73972602739726,0.0,730
95,control,1.0,0.0,0.9246858190878958,3,0.0,2.366863905325444,1.183431952662722,845
96,-H,1.0,0.0,0.9624546285151995,3,0.0,0.0,0.0,1266
96,-Q,0.0,0.9577947080772722,0.9577881402193699,3,0.7698229407236336,0.7698229407236336,0.0,1299
96,-Q-D,0.0,0.9577720008911834,0.9577720008911834,3,0.7698229407236336,0.7698229407236336,0.0,1299
96,control,1.0,0.0,0.9624546285151995,3,0.7418397626112759,0.7418397626112759,0.0,1348
97,-D,1.0,0.0,0.9488673591045585,3,1.6722408026755853,1.6722408026755853,0.0,598
97,-H,1.0,0.0,0.9367542715482088,3,0.0,0.0,1.4792899408284024,676
97,-Q,1.0,0.0,0.9777552155954371,3,1.3774104683195592,1.3774104683195592,1.3774104683195592,726
97,-Q-D,0.6666666666666666,0.3161089442707827,0.9483268328123481,3,1.7667844522968197,1.7667844522968197,0.0,566
97,control,1.0,0.0,0.9777552155954371,3,1.3192612137203166,1.3192612137203166,1.3192612137203166,758
100,-Q,0.0,0.9187610268680205,0.9187450307443364,3,0.0,0.0,0.0,297
100,-Q-D,0.0,0.9138584263911628,0.9138666131698013,3,0.0,0.0,0.0,297
100,control,1.0,0.0,0.9203292812790828,3,0.0,0.0,0.0,414
102,-Q,0.0,0.9554744225804469,0.95547481882177,3,0.8658008658008658,0.0,0.0,1155
102,-Q-D,0.0,0.9546686522966322,0.9546686522966322,3,0.8658008658008658,0.0,0.0,1155
102,control,1.0,0.0,0.9554698329289265,3,0.8237232289950577,0.0,0.0,1214
106,-D,1.0,0.0,0.9317517290253582,3,1.3850415512465375,0.0,0.0,722
106,-H,1.0,0.0,0.9495478859196171,3,0.0,0.0,1.5772870662460567,1268
106,-Q-D,1.0,0.0,0.9308358401422886,3,1.3850415512465375,0.0,0.0,722
106,control,1.0,0.0,0.9524599233760519,3,0.7830853563038371,0.0,1.5661707126076745,1277
111,-D,1.0,0.0,0.9299596638720137,3,1.0834236186348862,0.0,0.0,923
111,-H,1.0,0.0,0.9443355096177105,3,0.0,0.0,0.929368029739777,1076
111,-Q,1.0,0.0,0.9504971814631816,3,0.949667616334283,0.0,0.949667616334283,1053
111,-Q-D,0.6666666666666666,0.31162763075308614,0.9368039836742047,3,1.122334455667789,0.0,0.0,891
111,control,1.0,0.0,0.9462101425961998,3,0.9216589861751152,0.0,0.9216589861751152,1085
126,-D,0.0,0.9168810061055092,0.9168879144935387,3,2.5974025974025974,0.0,0.0,770
126,-H,1.0,0.0,0.9178705627221988,3,1.122334455667789,0.0,2.244668911335578,891
126,-Q,1.0,0.0,0.9178705627221988,3,2.4038461538461537,0.0,2.4038461538461537,832
126,-Q-D,0.0,0.9168879144935387,0.9168884884084907,3,2.8530670470756063,0.0,0.0,701
126,control,1.0,0.0,0.9165517957394522,3,2.219755826859046,0.0,2.219755826859046,901
129,-H,0.3333333333333333,0.6181406139103738,0.9260789924104215,3,0.0,0.0,0.0,756
129,-Q,0.6666666666666666,0.30706311648797185,0.9211917007778562,3,1.1918951132300355,1.1918951132300355,0.0,839
129,-Q-D,1.0,0.0,0.9212143149475275,3,1.1918951132300355,1.1918951132300355,0.0,839
129,control,1.0,0.0,0.9188178855660002,3,1.162790697674419,1.162790697674419,0.0,860
132,-H,1.0,0.0,0.8812888402255873,3,0.0,0.0,0.0,703
132,-Q,0.0,0.8977703113891881,0.8977412414207487,3,0.0,1.3531799729364005,0.0,739
132,-Q-D,0.0,0.8812888402255873,0.8812888402255873,3,0.0,1.3531799729364005,0.0,739
132,control,1.0,0.0,0.7964106588794646,3,0.0,1.261034047919294,0.0,793
135,-D,0.0,0.8758603053694185,0.8758603053694185,3,2.4600246002460024,0.0,0.0,813
135,-Q,0.0,0.8739907790406033,0.8740019850122843,3,2.1810250817884405,0.0,2.1810250817884405,917
135,-Q-D,0.0,0.8746246665370649,0.8746089316515763,3,2.808988764044944,0.0,0.0,712
135,control,1.0,0.0,0.8783380658455974,3,1.96078431372549,0.0,1.96078431372549,1020
137,-D,1.0,0.0,0.9296551168267069,3,1.6313213703099512,0.8156606851549756,0.0,1226
137,-H,1.0,0.0,0.8731462218337541,3,0.0,0.0,1.6194331983805668,1235
137,-Q,0.0,0.931339252664415,0.931339252664415,3,1.627339300244101,0.8136696501220505,1.627339300244101,1229
137,-Q-D,0.0,0.931339252664415,0.931339252664415,3,1.7730496453900708,0.8865248226950354,0.0,1128
137,control,1.0,0.0,0.9305069357019482,3,1.5071590052750563,0.7535795026375283,1.5071590052750563,1327
140,-H,1.0,0.0,0.8978354441093078,3,1.1441647597254003,0.0,0.0,874
140,-Q,1.0,0.0,0.8978549270715307,3,2.314814814814815,0.0,0.0,864
140,-Q-D,1.0,0.0,0.9063819026635871,3,2.314814814814815,0.0,0.0,864
140,control,1.0,0.0,0.8970858680069304,3,2.2650056625141564,0.0,0.0,883
141,-Q,1.0,0.0,0.9232869375342158,3,2.0120724346076457,0.0,0.0,994
141,-Q-D,1.0,0.0,0.9240050511031616,3,2.0120724346076457,0.0,0.0,994
141,control,1.0,0.0,0.9277932003668234,3,1.833180568285976,0.0,0.0,1091
143,-D,0.3333333333333333,0.6082607257316021,0.9125406831011377,3,1.615508885298869,1.615508885298869,0.0,619
143,-H,0.0,0.8873113397929885,0.8873113397929885,3,0.0,0.0,1.5772870662460567,634
143,-Q,0.0,0.9180303432226196,0.9180489400403083,3,1.5822784810126582,1.5822784810126582,1.5822784810126582,632
143,-Q-D,0.0,0.9138847437645837,0.9139001987736902,3,2.079002079002079,2.079002079002079,0.0,481
143,control,1.0,0.0,0.9155148227383338,3,1.297016861219196,1.297016861219196,1.297016861219196,771
144,-D,1.0,0.0,0.9409050287269546,3,1.037344398340249,1.037344398340249,0.0,964
144,-H,1.0,0.0,0.8656224682527304,3,1.0548523206751057,0.0,1.0548523206751057,948
144,-Q,1.0,0.0,0.9257468052802063,3,1.951219512195122,0.975609756097561,0.975609756097561,1025
144,-Q-D,1.0,0.0,0.9372262948341149,3,1.0893246187363834,1.0893246187363834,0.0,918
144,control,1.0,0.0,0.9245223072647096,3,1.8674136321195145,0.9337068160597572,0.9337068160597572,1071
145,-H,0.0,0.8883028995040175,0.8883028995040175,3,0.0,0.0,0.0,725
145,-Q,0.0,0.9394363122803768,0.9394363122803768,3,0.0,1.267427122940431,0.0,789
145,-Q-D,0.0,0.9394363122803768,0.9394363122803768,3,0.0,1.267427122940431,0.0,789
145,control,1.0,0.0,0.9394363122803768,3,0.0,1.218026796589525,0.0,821
147,-Q,0.0,0.9349267694704132,0.9349267694704132,3,1.3368983957219251,0.0,0.0,748
147,-Q-D,0.0,0.9356182580678314,0.9356174465958763,3,1.3368983957219251,0.0,0.0,748
147,control,1.0,0.0,0.931991045924538,3,1.218026796589525,0.0,0.0,821
149,-Q,0.0,0.8926820158323113,0.8926963579576039,3,0.0,0.0,0.0,789
149,-Q-D,0.0,0.9080296922520263,0.9080296922520263,3,0.0,0.0,0.0,789
149,control,1.0,0.0,0.8820166970344174,3,0.0,0.0,0.0,821
151,-D,1.0,0.0,0.9091520286702437,3,0.0,0.0,0.0,829
151,-Q,0.0,0.9088904812912526,0.9088910590511065,3,0.0,0.0,2.242152466367713,892
151,-Q-D,0.0,0.9088910590511065,0.9088910590511065,3,0.0,0.0,0.0,741
151,control,1.0,0.0,0.912964605260178,3,0.0,0.0,2.0366598778004072,982
156,-H,1.0,0.0,0.90543300980567,3,0.0,0.0,0.0,765
156,-Q,1.0,0.0,0.90543300980567,3,1.3477088948787062,0.0,0.0,742
156,-Q-D,1.0,0.0,0.90543300980567,3,1.3477088948787062,0.0,0.0,742
156,control,1.0,0.0,0.9054397526536291,3,1.2919896640826871,0.0,0.0,774
