row,baseline_score,baseline_zero,deepeval,n_passes_all_noncommittal,mean_score,mean_cosine,total_flags,deferral_label,ends_in_question,referral_density,question,category,reprobe_p_zero,reprobe_per_question_flag_rate,baseline_nonzero,reprobe_flagged_1plus_of3,reprobe_flagged_3of3
98,0.9175069955,False,1.0,0,0.9174788703827338,0.917457477933412,0,COMMITS,True,0.0,I'm curious about how I can set realistic health goals for my heart health. What are some measurable benefits I might see from working with a health coach?,rag_grounded,0.0,0.0,True,False,False
99,0.9764454352,False,1.0,0,0.9752046949626888,0.9752140906769641,0,COMMITS,False,0.0,What are some effective strategies I can use to set and achieve my health goals while managing my studies?,rag_grounded,0.0,0.0,True,False,False
100,0.0,True,1.0,3,0.0,0.9254320788534317,9,COMMITS,True,0.0,What steps can I take to set a physical activity goal that fits my current health situation and helps me stay active?,rag_grounded,1.0,1.0,False,True,True
101,0.9791906175,False,1.0,0,0.9808522204338446,0.9808522204338446,0,COMMITS,False,0.7987220447284346,What dietary patterns are safe and beneficial for cancer survivors?,Diet,0.0,0.0,True,False,False
102,0.0,True,1.0,3,0.0,0.955071735559201,9,COMMITS,True,0.0,What are some realistic dietary goals I can set to improve my nutrition and help reduce my risk of cancer?,rag_grounded,1.0,1.0,False,True,True
103,0.8736838825,False,1.0,0,0.8736560420191656,0.8736443747309356,0,COMMITS,True,0.0,I've heard that staying active can help reduce the risk of lung cancer. Can you tell me more about how physical activity might influence this and what other factors I should consider?,rag_grounded,0.0,0.0,True,False,False
104,0.8810373872,False,1.0,0,0.9413996234228968,0.9413996234228968,0,COMMITS,True,0.6365372374283896,What should I consider when looking at my overall health and lifestyle choices after my prostate cancer treatment?,rag_grounded,0.0,0.0,True,False,False
105,0.9490334668,False,1.0,0,0.9489446572180148,0.9490334668228844,0,COMMITS,False,0.5885815185403178,What are some specific nutritional strategies I can use to improve my heart health while I'm recovering from cancer?,rag_grounded,0.0,0.0,True,False,False
106,0.0,True,1.0,3,0.0,0.9550223168103211,9,COMMITS,False,1.5661707126076745,"As a cancer survivor, what should I consider when deciding if I need medical clearance before getting back into my exercise routine?",rag_grounded,1.0,1.0,False,True,True
107,0.980093675,False,1.0,0,0.9800936750440896,0.9800936750440896,0,COMMITS,False,1.2547051442910917,What lifestyle changes can I make to protect my heart while being treated for prostate cancer?,Cancer & Survivorship Education,0.0,0.0,True,False,False
108,0.9269682772,False,1.0,0,0.9257320180942932,0.9257268612474353,0,COMMITS,True,0.0,How many times a week should I exercise to help with anxiety from my cancer diagnosis?,Physical Activity,0.0,0.0,True,False,False
109,0.9105526126,False,1.0,0,0.9105526125889615,0.9105526125889615,0,COMMITS,False,0.0,I've heard that exercise can really improve the quality of life for cancer survivors. Can you explain how being active compares to not exercising at all?,rag_grounded,0.0,0.0,True,False,False
110,0.953998246,False,1.0,0,0.9559838254771211,0.9559860162768609,0,COMMITS,False,2.4038461538461537,Where can I find an exercise program specifically designed for cancer survivors?,Physical Activity,0.0,0.0,True,False,False
111,0.0,True,1.0,3,0.0,0.9481319362770555,9,COMMITS,True,0.9216589861751152,I'm curious about the safety of starting an exercise routine while I'm undergoing chemotherapy for breast cancer. What does the research say about this?,rag_grounded,1.0,1.0,False,True,True
112,0.9555722385,False,1.0,0,0.955572238542238,0.955572238542238,0,COMMITS,False,0.0,What specific exercises can I do to help reduce my cancer-related fatigue and improve my overall energy levels?,rag_grounded,0.0,0.0,True,False,False
113,0.9314767668,False,1.0,0,0.9314767668278447,0.9314767668278447,0,COMMITS,False,0.0,I've heard that resistance exercise can help with recovery after prostate cancer treatment. Can you tell me what evidence supports this?,rag_grounded,0.0,0.0,True,False,False
114,0.993943483,False,1.0,0,0.9941359349859836,0.9941888205229291,0,COMMITS,True,1.670843776106934,What are some aerobic exercises I can do to improve my fitness after breast cancer treatment?,rag_grounded,0.0,0.0,True,False,False
115,0.9462391097,False,1.0,0,0.9463311773280904,0.9462315545065345,0,COMMITS,False,0.8733624454148472,I've been hearing a lot about hormone therapy for prostate cancer. Can you explain how it works and if it affects my heart health?,rag_grounded,0.0,0.0,True,False,False
116,0.9339819466,False,1.0,0,0.9349557157324832,0.9349551862233615,0,COMMITS,False,0.0,How does exercise help lower my cancer risk — what is actually happening in my body?,Physical Activity,0.0,0.0,True,False,False
117,0.9233390615,False,1.0,0,0.9233433569702725,0.9233420053127864,0,COMMITS,False,2.528445006321113,I've heard that monitoring PSA levels after surgery is important for catching any recurrence. Can you explain how often I should be checked and if there are other tests I should consider?,rag_grounded,0.0,0.0,True,False,False
118,0.9396103333,False,1.0,0,0.942906410334019,0.9429070573558741,0,COMMITS,False,0.0,I am 68 and a cancer survivor. How is my exercise plan different from a younger survivor's?,Physical Activity,0.0,0.0,True,False,False
119,0.9349789128,False,1.0,0,0.9339041469809365,0.9339236692773619,0,COMMITS,False,1.5186028853454825,"What are some effective ways to ensure my child is getting the right nutrition, especially when considering options like breastfeeding and dietary supplements?",rag_grounded,0.0,0.0,True,False,False
120,0.9536165458,False,1.0,0,0.9542835858114797,0.9542765865134303,0,COMMITS,True,0.0,Can exercise help with my sleep since starting cancer treatment?,Sleep,0.0,0.0,True,False,False
121,0.9238923068,False,1.0,0,0.9261636891457025,0.926168604353554,0,COMMITS,True,0.0,"What are the recommended physical activity levels for adults, children, and older adults, and how can I incorporate them into my routine?",rag_grounded,0.0,0.0,True,False,False
122,0.9524786469,False,1.0,0,0.9502848208400269,0.9502848208400269,0,COMMITS,False,0.0,What foods should I focus on eating more of to support my health after cancer?,Diet,0.0,0.0,True,False,False
123,0.9502817815,False,0.9545454545,0,0.903281752160337,0.9033090799008616,4,COMMITS,True,0.5571030640668524,"What dietary strategies can I use to manage my weight effectively after treatment, while also considering my unique health needs?",rag_grounded,0.0,0.4444444444444444,True,False,False
124,0.9516584899,False,0.9411764706,0,0.9505890343727644,0.9505804371996739,0,COMMITS,True,0.0,What types of exercises can I do to help improve my health after cancer treatment?,rag_grounded,0.0,0.0,True,False,False
125,0.9463824035,False,0.9411764706,0,0.9463887254236468,0.9464208298038148,0,COMMITS,False,0.6752194463200539,I'm concerned about how my prostate cancer treatments might affect my heart health. What should I consider in my management plan?,rag_grounded,0.0,0.0,True,False,False
126,0.0,True,0.9375,3,0.0,0.9159052662648786,9,COMMITS,True,2.219755826859046,I finished cancer treatment. Should I be following the same diet and lifestyle advice as people trying to prevent cancer?,Cancer & Survivorship Education,1.0,1.0,False,True,True
127,0.9310536628,False,0.9375,0,0.9282454298849228,0.9282480643343941,0,COMMITS,True,0.8628127696289905,"I lost a lot of muscle during chemotherapy. Should I try to gain it back, and how?",Physical Activity,0.0,0.0,True,False,False
128,0.9280122715,False,0.9230769231,0,0.928012271481768,0.92802264798468,0,COMMITS,True,0.0,I heard something about exercise cutting cancer risk and helping the heart. What does the evidence actually show?,Physical Activity,0.0,0.0,True,False,False
129,0.0,True,0.9230769231,3,0.0,0.9232712179115419,9,COMMITS,True,0.0,I am scared to do resistance training because of my lymphedema. What does the research say?,Physical Activity,1.0,1.0,False,True,True
