row,pass,gen_q1,gen_q2,gen_q3,flag1,flag2,flag3,cos1,cos2,cos3,mean_cosine,n_flagged,all_noncommittal,score,arm,arm_position,arm_contrast_per_1k,arm_empathy_per_1k,arm_referral_per_1k,arm_len,unablatable
0,8,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,1,1,1,0.9296859363590494,0.9296859363590494,0.9296859363590494,0.9296859363590494,3,True,0.0,control,0,2.6109660574412534,1.3054830287206267,2.6109660574412534,766,
0,9,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,1,1,1,0.9296859363590494,0.9296859363590494,0.9296859363590494,0.9296859363590494,3,True,0.0,control,1,2.6109660574412534,1.3054830287206267,2.6109660574412534,766,
18,4,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8580701547924111,0.8580701547924111,0.8566123692716876,0.8575842262855033,3,True,0.0,-D,0,1.404494382022472,0.0,0.0,712,
18,5,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8565472890241983,0.8566123692716876,0.8565906758558578,3,True,0.0,-D,1,1.404494382022472,0.0,0.0,712,
18,6,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8580701547924111,0.8580701547924111,0.8566123692716876,0.8575842262855033,3,True,0.0,-D,1,1.404494382022472,0.0,0.0,712,
18,7,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8566123692716876,0.8580701547924111,0.8570982977785954,3,True,0.0,-D,0,1.404494382022472,0.0,0.0,712,
18,8,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8580701547924111,0.8580701547924111,0.8575842262855032,3,True,0.0,-D,0,1.404494382022472,0.0,0.0,712,
18,9,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8580701547924111,0.8566123692716876,0.8566123692716876,0.8570982977785954,3,True,0.0,-D,1,1.404494382022472,0.0,0.0,712,
18,4,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,1,1.2062726176115801,0.0,1.2062726176115801,829,
18,5,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,0,1.2062726176115801,0.0,1.2062726176115801,829,
18,6,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,0,1.2062726176115801,0.0,1.2062726176115801,829,
18,7,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,1,1.2062726176115801,0.0,1.2062726176115801,829,
18,8,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,1,1.2062726176115801,0.0,1.2062726176115801,829,
18,9,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,0,1.2062726176115801,0.0,1.2062726176115801,829,
23,4,What are bone scans and how do they relate to health?,How do bone scans relate to heart health and exercise?,What are bone scans and how do they relate to health?,0,1,0,0.9243555509203347,0.9381106417485766,0.9248622259700522,0.9291094728796545,1,False,0.9289627257998632,-D,1,1.3550135501355014,0.0,0.0,738,
23,5,How do bone scans relate to heart health and exercise?,What are bone scans and how do they relate to health?,What are bone scans and how do they relate to bone and heart health?,1,1,1,0.9381770755589203,0.9243555509203347,0.9461603804524307,0.9362310023105619,3,True,0.0,-D,0,1.3550135501355014,0.0,0.0,738,
23,6,What are bone scans and how do they relate to bone and heart health?,How do bone scans relate to heart health and exercise?,How do bone scans relate to heart health and exercise?,1,1,1,0.9461603804524307,0.9381770755589203,0.9381770755589203,0.9408381771900904,3,True,0.0,-D,1,1.3550135501355014,0.0,0.0,738,
23,7,What are bone scans and how do they relate to health issues?,What are bone scans and how do they relate to health?,What are bone scans and how do they relate to overall health?,0,0,1,0.9202419084586374,0.9243555509203347,0.9206273663072654,0.9217416085620792,1,False,0.9217416085620792,-D,1,1.3550135501355014,0.0,0.0,738,
23,8,How do bone scans relate to overall health and exercise?,What are bone scans and how do they relate to health?,How do bone scans relate to heart health and exercise?,1,0,1,0.9159599871422762,0.9243555509203347,0.9381770755589203,0.9261642045405104,2,False,0.9261642045405104,-D,0,1.3550135501355014,0.0,0.0,738,
23,9,What are bone scans and how do they relate to health?,What are bone scans and how do they relate to bone and heart health?,What are bone scans and how do they relate to health issues?,1,1,0,0.9243555509203347,0.9461603804524307,0.9202419084586374,0.9302526132771343,2,False,0.9302526132771343,-D,0,1.3550135501355014,0.0,0.0,738,
23,4,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,1,1,1,0.9302264847025943,0.9302264847025943,0.9302264847025943,0.9302264847025943,3,True,0.0,control,0,1.091703056768559,0.0,1.091703056768559,916,
23,5,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise and heart health?,1,1,1,0.9302264847025943,0.9302264847025943,0.9559160029111737,0.9387896574387874,3,True,0.0,control,1,1.091703056768559,0.0,1.091703056768559,916,
23,6,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,1,1,1,0.9302264847025943,0.9302131117648506,0.9302264847025943,0.9302220270566797,3,True,0.0,control,0,1.091703056768559,0.0,1.091703056768559,916,
23,7,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise and heart health?,What are bone scans and how do they relate to exercise?,1,1,1,0.9302264847025943,0.9559160029111737,0.9302264847025943,0.9387896574387874,3,True,0.0,control,0,1.091703056768559,0.0,1.091703056768559,916,
23,8,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise and heart health?,1,1,1,0.9302264847025943,0.9302264847025943,0.9559160029111737,0.9387896574387874,3,True,0.0,control,1,1.091703056768559,0.0,1.091703056768559,916,
23,9,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,What are bone scans and how do they relate to exercise?,1,1,1,0.9302264847025943,0.9302264847025943,0.9302264847025943,0.9302264847025943,3,True,0.0,control,1,1.091703056768559,0.0,1.091703056768559,916,
27,4,What should cancer survivors consider when starting an exercise program?,What should cancer survivors consider when starting an exercise program?,Is exercise safe for cancer survivors with metastatic prostate cancer?,1,1,1,0.8325262361290445,0.8325262361290445,0.896246288632664,0.8537662536302509,3,True,0.0,-D,0,1.2804097311139564,1.2804097311139564,0.0,781,
27,5,"Is exercise safe for cancer survivors, particularly those with metastatic prostate cancer?",What should cancer survivors consider when starting an exercise program?,What should cancer survivors consider when starting an exercise program?,1,1,1,0.8924623365409632,0.8325262361290445,0.8325262361290445,0.8525049362663507,3,True,0.0,-D,0,1.2804097311139564,1.2804097311139564,0.0,781,
27,6,What should cancer survivors consider when starting an exercise program?,What should cancer survivors consider when starting an exercise routine?,"Is exercise safe for cancer survivors, particularly those with metastatic prostate cancer?",1,1,1,0.8325262361290445,0.8362423077030045,0.8924623365409632,0.853743626791004,3,True,0.0,-D,0,1.2804097311139564,1.2804097311139564,0.0,781,
27,7,What should cancer survivors with metastatic prostate cancer consider when exercising?,What should cancer survivors consider when starting an exercise routine?,What should cancer survivors with metastatic prostate cancer consider regarding exercise?,1,1,1,0.8709985129269515,0.8362423077030045,0.8706844808719076,0.8593084338339546,3,True,0.0,-D,0,1.2804097311139564,1.2804097311139564,0.0,781,
27,8,"Is exercise safe for cancer survivors, particularly those with metastatic prostate cancer?",What should cancer survivors with metastatic prostate cancer consider regarding exercise?,Is exercise safe for cancer survivors with metastatic prostate cancer?,1,1,1,0.8924623365409632,0.8706844808719076,0.896246288632664,0.8864643686818449,3,True,0.0,-D,0,1.2804097311139564,1.2804097311139564,0.0,781,
27,9,Is exercise safe for cancer survivors with metastatic prostate cancer?,What should cancer survivors with metastatic prostate cancer consider when exercising?,Is exercise safe for cancer survivors with metastatic prostate cancer?,1,1,1,0.896246288632664,0.8709985129269515,0.896246288632664,0.8878303633974265,3,True,0.0,-D,0,1.2804097311139564,1.2804097311139564,0.0,781,
27,4,Is exercise safe for cancer survivors with metastatic prostate cancer?,Is exercise safe for cancer survivors with metastatic prostate cancer?,Is exercise safe for cancer survivors with metastatic prostate cancer?,1,1,1,0.896246288632664,0.896246288632664,0.896246288632664,0.896246288632664,3,True,0.0,control,1,1.1402508551881414,1.1402508551881414,1.1402508551881414,877,
27,5,Is it safe for cancer survivors with metastatic prostate cancer to engage in strength training?,"Is exercise safe for cancer survivors, particularly those with metastatic prostate cancer?","Is exercise safe for cancer survivors, particularly those with metastatic prostate cancer?",1,1,1,0.915246824352831,0.8924623365409632,0.8924623365409632,0.9000571658115858,3,True,0.0,control,1,1.1402508551881414,1.1402508551881414,1.1402508551881414,877,
27,6,Is exercise safe for cancer survivors with metastatic prostate cancer?,Is exercise safe for cancer survivors with metastatic prostate cancer?,Is it safe for cancer survivors with metastatic prostate cancer to start a weightlifting program?,1,1,1,0.896246288632664,0.896246288632664,0.9188754942236582,0.9037893571629954,3,True,0.0,control,1,1.1402508551881414,1.1402508551881414,1.1402508551881414,877,
27,7,Is it safe for cancer survivors with metastatic prostate cancer to engage in strength training?,Is exercise safe for cancer survivors with metastatic prostate cancer?,Is exercise safe for cancer survivors with metastatic prostate cancer?,1,1,1,0.9152486826417798,0.8962818014881594,0.8962818014881594,0.9026040952060329,3,True,0.0,control,1,1.1402508551881414,1.1402508551881414,1.1402508551881414,877,
27,8,Is it safe for cancer survivors with metastatic prostate cancer to engage in strength training?,Is it safe for cancer survivors with metastatic prostate cancer to engage in strength training?,Is it safe for cancer survivors to engage in strength training?,1,1,1,0.915246824352831,0.915246824352831,0.8879071964387164,0.9061336150481262,3,True,0.0,control,1,1.1402508551881414,1.1402508551881414,1.1402508551881414,877,
27,9,Is exercise safe for cancer survivors with metastatic prostate cancer?,Is it safe for cancer survivors with metastatic prostate cancer to engage in strength training?,Is exercise safe for cancer survivors with metastatic prostate cancer?,1,1,1,0.896246288632664,0.915246824352831,0.896246288632664,0.9025798005393862,3,True,0.0,control,1,1.1402508551881414,1.1402508551881414,1.1402508551881414,877,
28,4,What should breast cancer survivors consider when starting an exercise program?,What are safe exercise options for women after breast cancer treatment?,What should breast cancer survivors consider when starting an exercise program?,0,1,0,0.8502615364438154,0.8551852851986439,0.8502330903340183,0.8518933039921591,1,False,0.8519004520967702,-D,1,1.2820512820512822,0.0,0.0,780,
28,5,"What are the recommendations for exercise after breast cancer treatment, particularly regarding lymphedema?",What are safe exercise options for breast cancer survivors concerned about lymphedema?,What are the recommendations for exercise after breast cancer treatment?,0,1,0,0.8922442487647109,0.9067236782441797,0.8456064114534063,0.8815247794874322,1,False,0.881521383408428,-D,0,1.2820512820512822,0.0,0.0,780,
28,6,What are some safe exercise options for women after breast cancer treatment?,What are the recommendations for exercise after breast cancer treatment regarding lymphedema?,"What are the recommendations for exercise after breast cancer treatment, particularly regarding lymphedema?",1,1,0,0.8543955296950392,0.8911850585672404,0.8922442487647109,0.8792749456756636,2,False,0.8792749456756636,-D,1,1.2820512820512822,0.0,0.0,780,
28,7,"What are the recommendations for exercise after breast cancer treatment, particularly regarding lymphedema?",What should breast cancer survivors consider when starting an exercise program?,What are some safe exercise options for women after breast cancer treatment?,0,0,1,0.8922442487647109,0.8502615364438154,0.8543955296950392,0.8656337716345218,1,False,0.8656337716345218,-D,0,1.2820512820512822,0.0,0.0,780,
28,8,What are the recommendations for exercise after breast cancer treatment regarding lymphedema?,What are some safe exercise options for women who have undergone breast cancer treatment?,What are some safe exercise options for women after breast cancer treatment?,0,1,1,0.8911850585672404,0.8646571441885454,0.8543955296950392,0.870079244150275,2,False,0.870079244150275,-D,1,1.2820512820512822,0.0,0.0,780,
28,9,What are the recommendations for exercise after breast cancer treatment?,"What are the recommendations for exercise after breast cancer treatment, particularly regarding lymphedema?","What are the recommendations for exercise after breast cancer treatment, particularly regarding lymphedema?",0,0,1,0.8456064114534063,0.8922442487647109,0.8922442487647109,0.8766983029942761,1,False,0.8766983029942761,-D,0,1.2820512820512822,0.0,0.0,780,
28,4,What should breast cancer survivors consider when starting an exercise program?,Is it safe for breast cancer survivors to engage in resistance training?,What should breast cancer survivors consider when starting an exercise program?,1,1,1,0.8502615364438154,0.8933771207799903,0.8502615364438154,0.864633397889207,3,True,0.0,control,0,1.050420168067227,0.0,1.050420168067227,952,
28,5,Is resistance training safe for women who have had breast cancer and are concerned about lymphedema?,Is resistance training safe for women who have had breast cancer and are concerned about lymphedema?,What should breast cancer survivors consider when starting an exercise program?,1,1,1,0.930697521830633,0.930697521830633,0.8502615364438154,0.9038855267016938,3,True,0.0,control,1,1.050420168067227,0.0,1.050420168067227,952,
28,6,What should breast cancer survivors consider when starting an exercise program?,What should breast cancer survivors consider when starting an exercise program?,Is resistance training safe for women who have had breast cancer and are concerned about lymphedema?,1,1,1,0.8502615364438154,0.8502615364438154,0.930697521830633,0.8770735315727546,3,True,0.0,control,0,1.050420168067227,0.0,1.050420168067227,952,
28,7,Is it safe for breast cancer survivors to engage in resistance training?,Is it safe for breast cancer survivors to engage in resistance training?,Is it safe for breast cancer survivors to engage in resistance training after treatment?,1,1,1,0.8933771207799903,0.8933771207799903,0.8932931411529381,0.893349127570973,3,True,0.0,control,1,1.050420168067227,0.0,1.050420168067227,952,
28,8,What should breast cancer survivors consider when starting an exercise program?,What should breast cancer survivors consider when starting an exercise program?,What should breast cancer survivors consider when starting an exercise program?,1,1,1,0.8502615364438154,0.8502615364438154,0.8502615364438154,0.8502615364438154,3,True,0.0,control,0,1.050420168067227,0.0,1.050420168067227,952,
28,9,What should breast cancer survivors consider when starting an exercise program?,What should breast cancer survivors consider when starting an exercise program?,What should breast cancer survivors consider when starting an exercise program?,1,1,1,0.8502615364438154,0.8502615364438154,0.8502615364438154,0.8502615364438154,3,True,0.0,control,1,1.050420168067227,0.0,1.050420168067227,952,
34,4,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269298711604328,0.9269298711604328,0.9269298711604328,0.9269298711604327,3,True,0.0,-D,0,1.4836795252225519,1.4836795252225519,0.0,674,
34,5,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-D,0,1.4836795252225519,1.4836795252225519,0.0,674,
34,6,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-D,0,1.4836795252225519,1.4836795252225519,0.0,674,
34,7,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-D,1,1.4836795252225519,1.4836795252225519,0.0,674,
34,8,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-D,0,1.4836795252225519,1.4836795252225519,0.0,674,
34,9,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,-D,1,1.4836795252225519,1.4836795252225519,0.0,674,
34,4,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,1,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,5,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,1,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,6,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,1,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,7,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.926971914556415,0.926971914556415,0.926971914556415,0.926971914556415,3,True,0.0,control,0,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,8,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.926872758066996,0.926872758066996,0.926924277626656,0.9268899312535493,3,True,0.0,control,1,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
34,9,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,Is it safe to exercise during cancer treatment?,1,1,1,0.9269094959586884,0.9269094959586884,0.9269094959586884,0.9269094959586884,3,True,0.0,control,0,2.6143790849673203,1.3071895424836601,2.6143790849673203,765,
37,4,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.9154451568005719,0.8949777182230779,0.8949777182230779,0.9018001977489093,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,5,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.8949777182230779,0.8949777182230779,0.8949777182230779,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,6,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.8949777182230779,0.8949777182230779,0.8949777182230779,3,True,0.0,-D,1,0.0,4.1928721174004195,0.0,477,
37,7,What should I know about treatment options for early-stage prostate cancer?,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.9154451568005719,0.9154451568005719,0.8949777182230779,0.9086226772747406,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,8,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.8949777182230779,0.8949777182230779,0.8949777182230779,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,9,What should I know about treatment options for early-stage prostate cancer?,What should I know about treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.9154451568005719,0.9154451568005719,0.8949777182230779,0.9086226772747406,3,True,0.0,-D,0,0.0,4.1928721174004195,0.0,477,
37,4,What treatment options are available for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What should I do about my early-stage prostate cancer diagnosis?,1,1,1,0.8975876874120894,0.8949777182230779,0.9382499683963428,0.9102717913438368,3,True,0.0,control,1,0.0,2.73224043715847,2.73224043715847,732,
37,5,What should I do about my early-stage prostate cancer diagnosis?,What are the treatment options for early-stage prostate cancer?,What should I consider regarding treatment options for early-stage prostate cancer?,1,1,1,0.9382690395842259,0.8949351026772432,0.908687500931362,0.9139638810642771,3,True,0.0,control,1,0.0,2.73224043715847,2.73224043715847,732,
37,6,What are the treatment options for early-stage prostate cancer?,What should I do about my early-stage prostate cancer diagnosis?,What should I do about my early-stage prostate cancer diagnosis?,1,1,1,0.8949223107384259,0.938280025573293,0.938280025573293,0.9238274539616707,3,True,0.0,control,0,0.0,2.73224043715847,2.73224043715847,732,
37,7,What should I consider regarding treatment options for early-stage prostate cancer?,What should I consider regarding treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.908687500931362,0.908687500931362,0.8949777182230779,0.9041175733619339,3,True,0.0,control,1,0.0,2.73224043715847,2.73224043715847,732,
37,8,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8949777182230779,0.8949777182230779,0.8949777182230779,0.8949777182230779,3,True,0.0,control,1,0.0,2.73224043715847,2.73224043715847,732,
37,9,What treatment options are available for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,What are the treatment options for early-stage prostate cancer?,1,1,1,0.8975876874120894,0.8949777182230779,0.8949777182230779,0.8958477079527484,3,True,0.0,control,1,0.0,2.73224043715847,2.73224043715847,732,
38,4,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.9367581006719976,0.9367581006719976,3,True,0.0,-D,0,0.0,0.0,0.0,491,
38,5,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.942453212799963,0.9367581006719976,0.9367581006719976,0.9386564713813194,3,True,0.0,-D,0,0.0,0.0,0.0,491,
38,6,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.942453212799963,0.9367581006719976,0.9367581006719976,0.9386564713813194,3,True,0.0,-D,1,0.0,0.0,0.0,491,
38,7,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.9367581006719976,0.9367581006719976,3,True,0.0,-D,1,0.0,0.0,0.0,491,
38,8,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9424956811727143,0.9368026934092488,0.9368026934092488,0.9387003559970707,3,True,0.0,-D,0,0.0,0.0,0.0,491,
38,9,What should cancer survivors consider regarding alcohol consumption?,What should a cancer survivor consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.942453212799963,0.9367581006719976,0.9386564713813194,3,True,0.0,-D,0,0.0,0.0,0.0,491,
38,4,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,What should cancer survivors consider regarding alcohol consumption?,1,1,1,0.9367581006719976,0.9367581006719976,0.9367581006719976,0.9367581006719976,3,True,0.0,control,1,1.5151515151515151,0.0,1.5151515151515151,660,
