row,pass,gen_q1,gen_q2,gen_q3,flag1,flag2,flag3,cos1,cos2,cos3,mean_cosine,n_flagged,all_noncommittal,score,arm,arm_position,arm_contrast_per_1k,arm_empathy_per_1k,arm_referral_per_1k,arm_len,unablatable
0,2,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,1,1,1,0.9296859363590494,0.9296859363590494,0.9296859363590494,0.9296859363590494,3,True,0.0,control,2,2.6109660574412534,1.3054830287206267,2.6109660574412534,766,
0,3,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,Is it safe to exercise with bone metastases?,1,1,1,0.9296859363590494,0.9296859363590494,0.9296859363590494,0.9296859363590494,3,True,0.0,control,0,2.6109660574412534,1.3054830287206267,2.6109660574412534,766,
3,1,What are the benefits of adding weight training to an exercise routine for cancer prevention?,What are the benefits of incorporating weight training into an exercise routine for cancer prevention?,What are the benefits of incorporating weight training into a fitness routine for cancer prevention?,1,1,1,0.8832281790522453,0.8742545981290042,0.875915332127297,0.8777993697695156,3,True,0.0,-H,2,1.4347202295552368,0.0,0.0,697,
3,2,What are the benefits of incorporating weight training into an exercise routine for cancer prevention?,What are the benefits of adding weight training to an aerobic exercise routine for cancer prevention?,What are the benefits of incorporating weight training into an exercise routine for cancer prevention?,1,1,1,0.8742410583480618,0.8920500419027463,0.8742545981290042,0.8801818994599374,3,True,0.0,-H,1,1.4347202295552368,0.0,0.0,697,
3,3,What are the benefits of adding weight training to an aerobic exercise routine for cancer prevention?,What are the benefits of incorporating weight training into an exercise routine for cancer prevention?,What are the benefits of incorporating weight training into an exercise routine for cancer prevention?,1,1,1,0.8920500419027463,0.8741874609151145,0.8741874609151145,0.8801416545776584,3,True,0.0,-H,3,1.4347202295552368,0.0,0.0,697,
3,1,What are the benefits of incorporating strength training into a cardio routine for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,0,0,0,0.8895675731733713,0.8904517301922342,0.8904517301922342,0.8901570111859466,0,False,0.8901570111859466,-Q,0,1.4727540500736378,1.4727540500736378,0.0,679,
3,2,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,0,0,0,0.8904517301922342,0.8904517301922342,0.8904517301922342,0.8904517301922342,0,False,0.8904517301922342,-Q,2,1.4727540500736378,1.4727540500736378,0.0,679,
3,3,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,0,0,0,0.8904517301922342,0.8904517301922342,0.8904517301922342,0.8904517301922342,0,False,0.8904517301922342,-Q,0,1.4727540500736378,1.4727540500736378,0.0,679,
3,1,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,0,0,0,0.8904517301922342,0.8905550955220882,0.8905550955220882,0.8905206404121367,0,False,0.8904517301922342,-Q-D,1,1.4727540500736378,1.4727540500736378,0.0,679,
3,2,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,0,0,0,0.8904517301922342,0.8904517301922342,0.8904517301922342,0.8904517301922342,0,False,0.8904517301922342,-Q-D,0,1.4727540500736378,1.4727540500736378,0.0,679,
3,3,What are the benefits of adding weight training to a cardio routine for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,0,0,0,0.9086590120079558,0.8904517301922342,0.8904517301922342,0.8965208241308081,0,False,0.8965208241308081,-Q-D,1,1.4727540500736378,1.4727540500736378,0.0,679,
3,1,What are the benefits of incorporating weight training into a cardio routine for cancer prevention?,What are the benefits of adding weight training to a cardio routine for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,1,1,1,0.8992941394667261,0.9086216256945852,0.890360500651371,0.8994254219375607,3,True,0.0,control,3,1.3227513227513228,1.3227513227513228,0.0,756,
3,2,What are the benefits of adding weight training to a cardio routine for cancer prevention?,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of adding weight training to a cardio routine for cancer prevention?,1,1,1,0.9086590120079558,0.8904517301922342,0.9086590120079558,0.9025899180693818,3,True,0.0,control,3,1.3227513227513228,1.3227513227513228,0.0,756,
3,3,What are the benefits of combining cardio and strength training for cancer prevention?,What are the benefits of incorporating strength training into a cardio routine for cancer prevention?,What are the benefits of adding weight training to a cardio routine for cancer prevention?,1,1,1,0.8904517301922342,0.8895675731733713,0.9086590120079558,0.8962261051245205,3,True,0.0,control,2,1.3227513227513228,1.3227513227513228,0.0,756,
4,1,What does current research say about the benefits of strength training for cancer prevention?,What does current research say about the benefits of strength training for cancer prevention?,What does current research say about the benefits of strength training for cancer prevention?,1,1,1,0.9100705279376166,0.9100705279376166,0.9100048948117541,0.9100486502289957,3,True,0.0,-H,0,0.0,0.0,0.0,751,
4,2,What does current research say about the benefits of strength training for cancer prevention?,What does current research say about the benefits of strength training for cancer prevention?,What does current research say about the benefits of strength training for cancer prevention?,1,1,1,0.9100705279376166,0.9100705279376166,0.9100705279376166,0.9100705279376166,3,True,0.0,-H,3,0.0,0.0,0.0,751,
4,3,What does current research say about the benefits of strength training for cancer prevention?,What are the benefits of strength training for cancer prevention?,What does current research say about the benefits of strength training for cancer prevention?,1,1,1,0.9100705279376166,0.9075189056239068,0.9100705279376166,0.90921998716638,3,True,0.0,-H,0,0.0,0.0,0.0,751,
4,1,What are the benefits of incorporating weight training into a routine for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9140757175016585,0.9191667163768927,0.9191667163768927,0.9174697167518145,3,True,0.0,-Q,1,1.3717421124828533,1.3717421124828533,0.0,729,
4,2,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of incorporating weight training into a routine for cancer prevention?,1,1,1,0.9191667163768927,0.9191667163768927,0.9140757175016585,0.9174697167518145,3,True,0.0,-Q,1,1.3717421124828533,1.3717421124828533,0.0,729,
4,3,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9191667163768927,0.9191667163768927,0.9191667163768927,0.9191667163768927,3,True,0.0,-Q,3,1.3717421124828533,1.3717421124828533,0.0,729,
4,1,What are the benefits of incorporating weight training into a routine for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9140757175016585,0.9191667163768927,0.9191667163768927,0.9174697167518145,3,True,0.0,-Q-D,2,1.3717421124828533,1.3717421124828533,0.0,729,
4,2,What are the benefits of incorporating weight training into a routine for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9140757175016585,0.9191667163768927,0.9191667163768927,0.9174697167518145,3,True,0.0,-Q-D,0,1.3717421124828533,1.3717421124828533,0.0,729,
4,3,What are the benefits of incorporating weight training into a routine for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9140757175016585,0.9191667163768927,0.9191667163768927,0.9174697167518145,3,True,0.0,-Q-D,2,1.3717421124828533,1.3717421124828533,0.0,729,
4,1,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9192252424115737,0.9192252424115737,0.9192252424115737,0.9192252424115738,3,True,0.0,control,3,1.179245283018868,1.179245283018868,0.0,848,
4,2,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,1,1,1,0.9191667163768927,0.9191667163768927,0.9191667163768927,0.9191667163768927,3,True,0.0,control,2,1.179245283018868,1.179245283018868,0.0,848,
4,3,What are the benefits of weight training for cancer prevention?,What are the benefits of weight training for cancer prevention?,What are the benefits of incorporating weight training into a routine for cancer prevention?,1,1,1,0.9191667163768927,0.9191667163768927,0.9140757175016585,0.9174697167518145,3,True,0.0,control,1,1.179245283018868,1.179245283018868,0.0,848,
5,1,What recommendations can you provide for cancer survivors?,What recommendations do you have for cancer survivors looking to improve their lifestyle?,What recommendations can you provide for cancer survivors?,1,1,1,0.7386841956302557,0.7381093182833142,0.7386956564839934,0.738496390132521,3,True,0.0,-H,0,0.0,0.0,0.0,426,
5,2,What recommendations do you have for cancer survivors looking to improve their lifestyle?,What recommendations can you provide for cancer survivors to improve their lifestyle?,What recommendations can you provide for cancer survivors looking to improve their lifestyle?,1,1,1,0.7381295598005733,0.7388846467714879,0.7400253226897224,0.7390131764205945,3,True,0.0,-H,1,0.0,0.0,0.0,426,
5,3,What recommendations can you provide for cancer survivors looking to improve their lifestyle?,What recommendations can you provide for cancer survivors looking to improve their lifestyle?,What recommendations do you have for cancer survivors looking to improve their lifestyle?,1,1,1,0.7400253226897224,0.7400253226897224,0.7381295598005733,0.7393934017266727,3,True,0.0,-H,0,0.0,0.0,0.0,426,
5,1,How can I set a personalized goal for my health and wellness?,How can I set a personalized goal for my health as a cancer survivor?,How can I set a personalized goal for improving my health?,1,1,1,0.8055083744788739,0.7858344415526145,0.8131423560254579,0.8014950573523154,3,True,0.0,control,1,1.7793594306049823,1.7793594306049823,0.0,562,
5,2,How can I set a personalized goal for my health as a cancer survivor?,How can I set a goal that is suitable for my situation as a cancer survivor?,How can I tailor a goal that fits my unique situation as a cancer survivor?,1,1,1,0.7858344415526145,0.7901128683914722,0.7936071561102488,0.7898514886847785,3,True,0.0,control,0,1.7793594306049823,1.7793594306049823,0.0,562,
5,3,How can I tailor a goal that fits my unique situation as a cancer survivor?,How can I set a personalized goal for my health as a cancer survivor?,What areas can I focus on to improve my lifestyle as a cancer survivor?,1,1,1,0.7936071561102488,0.7858344415526145,0.735878577245746,0.7717733916362031,3,True,0.0,control,1,1.7793594306049823,1.7793594306049823,0.0,562,
11,1,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,0,0,0,0.973124212273997,0.9735431017813879,0.9735431017813879,0.973403471945591,0,False,0.9733777754279189,-Q,1,0.0,0.0,0.0,1051,
11,2,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies for staying active and managing stress during cancer treatment?,0,0,0,0.9731323954032497,0.9735004654402535,0.9731323954032497,0.9732550854155844,0,False,0.9733295755043528,-Q,2,0.0,0.0,0.0,1051,
11,3,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,0,0,0,0.9735004654402535,0.9735004654402535,0.9735004654402535,0.9735004654402535,0,False,0.9735004654402535,-Q,0,0.0,0.0,0.0,1051,
11,1,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies for staying active and managing stress during cancer treatment?,0,0,0,0.9735892862045303,0.9735892862045303,0.9732125856133793,0.9734637193408133,0,False,0.9733777754279189,-Q-D,2,0.0,0.0,0.0,1051,
11,2,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,0,0,0,0.9735004654402535,0.9735004654402535,0.9735004654402535,0.9735004654402535,0,False,0.9735004654402535,-Q-D,0,0.0,0.0,0.0,1051,
11,3,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,0,0,0,0.9731323954032497,0.9731323954032497,0.9735004654402535,0.9732550854155843,0,False,0.9732550854155843,-Q-D,2,0.0,0.0,0.0,1051,
11,1,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies for staying active and managing stress during cancer treatment?,1,1,1,0.9731323954032497,0.9731323954032497,0.9731323954032497,0.9731323954032497,3,True,0.0,control,0,0.0,0.0,0.0,1135,
11,2,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,1,1,1,0.9735684848691409,0.9735684848691409,0.9735684848691409,0.9735684848691409,3,True,0.0,control,1,0.0,0.0,0.0,1135,
11,3,What are some strategies for staying active and managing stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,What are some strategies to stay active and manage stress during cancer treatment?,0,1,1,0.9731323954032497,0.9735004654402535,0.9735004654402535,0.9733777754279189,2,False,0.9733777754279189,control,1,0.0,0.0,0.0,1135,
14,1,What are some suggestions for starting physical activity during recovery?,What are some suggestions for starting physical activity during recovery?,What are some suggestions for starting physical activity during recovery?,0,0,0,0.8426742128830536,0.8426742128830536,0.8426742128830536,0.8426742128830536,0,False,0.8426742128830536,-H,1,0.0,0.0,0.0,733,
14,2,What are some suggestions for starting physical activity during recovery?,What are some suggestions for starting physical activity during recovery?,What are some suggestions for starting physical activity during recovery?,0,0,0,0.8426742128830536,0.8426742128830536,0.8426742128830536,0.8426742128830536,0,False,0.8426742128830536,-H,0,0.0,0.0,0.0,733,
14,3,What are some suggestions for starting physical activity during recovery?,What are some suggestions for starting physical activity during recovery?,What are some suggestions for starting physical activity during recovery?,0,0,0,0.8426742128830536,0.8426742128830536,0.8426742128830536,0.8426742128830536,0,False,0.8426742128830536,-H,3,0.0,0.0,0.0,733,
14,1,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,0,1,0,0.9294367673788836,0.9294367673788836,0.9294367673788836,0.9294367673788836,1,False,0.9294367673788836,-Q,0,0.0,1.3106159895150722,0.0,763,
14,2,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,0,1,1,0.9294367673788836,0.9294367673788836,0.9294367673788836,0.9294367673788836,2,False,0.9294892489957879,-Q,2,0.0,1.3106159895150722,0.0,763,
14,3,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,1,1,1,0.9294367673788836,0.9294367673788836,0.9294367673788836,0.9294367673788836,3,True,0.0,-Q,2,0.0,1.3106159895150722,0.0,763,
14,1,What should I do to start exercising after cancer treatment?,What are some suggestions for starting exercise after cancer treatment?,What should I do to start exercising after cancer treatment?,1,0,0,0.9294367673788836,0.9103154758693922,0.9294367673788836,0.9230630035423865,1,False,0.9230630035423865,-Q-D,2,0.0,1.3106159895150722,0.0,763,
14,2,What should I consider when starting exercise after cancer treatment?,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,1,1,1,0.9054891213023453,0.9294367673788836,0.9294367673788836,0.9214542186867041,3,True,0.0,-Q-D,3,0.0,1.3106159895150722,0.0,763,
14,3,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,What are some suggestions for starting exercise after cancer treatment?,1,1,0,0.9294367673788836,0.9294367673788836,0.9103154758693922,0.9230630035423865,2,False,0.9230773905504391,-Q-D,0,0.0,1.3106159895150722,0.0,763,
14,1,What should I do to start exercising after cancer treatment?,What are some suggestions for starting exercise after cancer treatment?,What should I do to start exercising after cancer treatment?,1,1,1,0.9294367673788836,0.9103154758693922,0.9294367673788836,0.9230630035423865,3,True,0.0,control,3,0.0,1.1737089201877935,0.0,852,
14,2,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,What are some suggestions for starting exercise after cancer treatment?,1,1,1,0.9294367673788836,0.9294367673788836,0.9103154758693922,0.9230630035423865,3,True,0.0,control,1,0.0,1.1737089201877935,0.0,852,
14,3,What should I do to start exercising after cancer treatment?,What should I do to start exercising after cancer treatment?,What are some suggestions for starting exercise after cancer treatment?,1,1,0,0.9294367673788836,0.9294367673788836,0.9103154758693922,0.9230630035423865,2,False,0.9230630035423865,control,1,0.0,1.1737089201877935,0.0,852,
16,1,What can I do to safely increase my physical activity?,What should I do to increase my physical activity safely?,What is your current activity level and how can you safely incorporate more exercise into your routine?,1,1,1,0.9133964718956663,0.9023267920397854,0.8826875982662343,0.899470287400562,3,True,0.0,control,0,0.0,0.0,0.0,532,
16,2,What is your current activity level and how can you safely incorporate more exercise into your routine?,What can I do to safely increase my physical activity?,What are some ways to safely increase my physical activity while considering treatment side effects?,1,1,1,0.8826875982662343,0.9133964718956663,0.9015813834304873,0.8992218178641295,3,True,0.0,control,0,0.0,0.0,0.0,532,
16,3,What is your current activity level and how can you safely incorporate more exercise into your routine?,What can I do to increase my physical activity safely?,What can I do to increase my physical activity safely?,1,1,1,0.8826875982662343,0.9086135807702183,0.9086135807702183,0.8999715866022235,3,True,0.0,control,0,0.0,0.0,0.0,532,
17,1,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,0,0,0,0.9274052951168151,0.9274052951168151,0.9274052951168151,0.9274052951168151,0,False,0.9274052951168151,-Q,1,0.983284169124877,0.0,0.0,1017,
17,2,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,0,0,0,0.9273023935404711,0.9273023935404711,0.9273023935404711,0.9273023935404711,0,False,0.9274052951168151,-Q,0,0.983284169124877,0.0,0.0,1017,
17,3,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,0,0,0,0.9274052951168151,0.9274052951168151,0.9274052951168151,0.9274052951168151,0,False,0.9274052951168151,-Q,1,0.983284169124877,0.0,0.0,1017,
17,1,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,0,0,0,0.9274052951168151,0.9275066232694953,0.9274052951168151,0.9274390711677086,0,False,0.9274052951168151,-Q-D,0,0.983284169124877,0.0,0.0,1017,
17,2,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,0,0,0,0.9274052951168151,0.9274052951168151,0.9274052951168151,0.9274052951168151,0,False,0.9274052951168151,-Q-D,1,0.983284169124877,0.0,0.0,1017,
17,3,What are some ways to incorporate movement into my daily routine?,What are some ways to incorporate more movement into my daily routine?,What are some ways to incorporate movement into my daily routine?,0,0,0,0.9238099151074582,0.9274052951168151,0.9238099151074582,0.9250083751105772,0,False,0.9250083751105772,-Q-D,0,0.983284169124877,0.0,0.0,1017,
17,1,What are some ways to incorporate movement into my daily routine?,What are some ways to incorporate movement into my daily routine?,What are some ways to incorporate movement into my daily routine?,0,0,0,0.9237905024106672,0.9237905024106672,0.9237905024106672,0.9237905024106672,0,False,0.9238099151074582,control,2,0.942507068803016,0.0,0.0,1061,
17,2,What are some ways to incorporate movement into my daily routine?,What are some ways to incorporate movement into my daily routine?,What are some ways to incorporate movement into my daily routine?,0,0,1,0.9238099151074582,0.9238099151074582,0.9238099151074582,0.9238099151074582,1,False,0.9238099151074582,control,2,0.942507068803016,0.0,0.0,1061,
17,3,What are some ways to incorporate movement into my daily routine?,What are some ways to incorporate movement into your daily routine?,What are some ways to incorporate movement into my daily routine?,0,0,1,0.9238099151074582,0.9184531984190862,0.9237897054159429,0.9220176063141624,1,False,0.9220437640086444,control,2,0.942507068803016,0.0,0.0,1061,
18,1,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8580701547924111,0.8580701547924111,0.8575842262855032,3,True,0.0,-D,1,1.404494382022472,0.0,0.0,712,
18,2,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8565643045261816,0.8565643045261816,0.856580326108017,3,True,0.0,-D,2,1.404494382022472,0.0,0.0,712,
18,3,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8566123692716876,0.8566123692716876,0.8566123692716876,3,True,0.0,-D,4,1.404494382022472,0.0,0.0,712,
18,1,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,-H,0,0.0,0.0,1.2195121951219512,820,
18,2,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,-H,1,0.0,0.0,1.2195121951219512,820,
18,3,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,-H,3,0.0,0.0,1.2195121951219512,820,
18,1,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8566123692716876,0.8580701547924111,0.8570982977785954,3,True,0.0,-Q,3,1.422475106685633,0.0,1.422475106685633,703,
18,2,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8580701547924111,0.8566123692716876,0.8580701547924111,0.8575842262855032,3,True,0.0,-Q,4,1.422475106685633,0.0,1.422475106685633,703,
18,3,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8565633854603255,0.8565633854603255,0.8580701547924111,0.8570656419043541,3,True,0.0,-Q,2,1.422475106685633,0.0,1.422475106685633,703,
18,1,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8566123692716876,0.8580701547924111,0.8580701547924111,0.8575842262855032,3,True,0.0,-Q-D,4,1.7064846416382253,0.0,0.0,586,
18,2,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8580701547924111,0.8566123692716876,0.8566123692716876,0.8570982977785954,3,True,0.0,-Q-D,0,1.7064846416382253,0.0,0.0,586,
18,3,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8580701547924111,0.8580701547924111,0.8566123692716876,0.8575842262855033,3,True,0.0,-Q-D,0,1.7064846416382253,0.0,0.0,586,
18,1,Do healthcare providers often discuss lifestyle factors like diet and exercise in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8566123692716876,0.8257289547370779,0.8257289547370779,0.8360234262486145,3,True,0.0,control,2,1.2062726176115801,0.0,1.2062726176115801,829,
18,2,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,Do healthcare providers typically discuss lifestyle factors like diet and exercise in cancer care?,1,1,1,0.8257289547370779,0.8257239615235646,0.858139923460772,0.8365309465738048,3,True,0.0,control,3,1.2062726176115801,0.0,1.2062726176115801,829,
18,3,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,What should I discuss with my healthcare provider regarding lifestyle factors in cancer care?,1,1,1,0.8257289547370779,0.8257289547370779,0.8257289547370779,0.825728954737078,3,True,0.0,control,1,1.2062726176115801,0.0,1.2062726176115801,829,
